Startup_ID,Domain,Startup_Stage,Industry_Funder_Type,Investment_Amount,Valuation,Number_of_Investors,Year_Founded,Growth_Rate_Cent
ST104672,Blockchain,MVP,Government Grant,1017825533.8,5013615865.531296,6,2008,151.18
ST104673,AI,Early Revenue,VC Firm,2261217179.47,4399820495.424122,34,2023,178.03
ST104674,AgriTech,Prototype,Angel Investor,3123009200.08,9905378387.566666,1,2014,24.34
ST104675,AgriTech,Idea,VC Firm,3683381540.95,15441042225.93128,6,2017,75.61
ST104676,Sustainability,Idea,Corporate R&D,3152656044.71,11398651191.188349,36,2005,182.67
ST104677,Smart Cities,Prototype,Corporate R&D,2031872289.14,8960134426.6732,44,2007,187.47
ST104678,Blockchain,Prototype,VC Firm,664895021.42,1114169991.8574076,39,2006,95.94
ST104679,Sustainability,Prototype,VC Firm,3629881625.43,13146141095.435232,3,2023,46.19
ST104680,AgriTech,Early Revenue,Government Grant,3967999546.25,11957300099.958109,7,2001,185.16
ST104681,Smart Cities,Idea,Government Grant,3310702827.77,9072996946.93798,27,2016,177.57
ST104682,Smart Cities,Early Revenue,Angel Investor,4543618089.01,19378061284.749256,22,2017,23.9
ST104683,Blockchain,Early Revenue,VC Firm,357313541.29,1769010898.9613438,31,2022,70.33
ST104684,AI,Idea,Government Grant,616213198.61,1135631646.1385696,47,2011,36.66
ST104685,AI,Prototype,VC Firm,3924514313.73,13027420721.896338,10,2016,63.69
ST104686,Healthcare,Early Revenue,Angel Investor,1124662924.73,4312657637.962074,11,2010,93.32
ST104687,Sustainability,Early Revenue,Government Grant,1705427422.06,4612437567.108277,45,2018,99.25
ST104688,Sustainability,Prototype,Government Grant,3099565039.71,6006419619.210843,37,2001,14.73
ST104689,Energy,Prototype,Angel Investor,2407429647.0,9704247036.044855,45,2001,89.14
ST104690,Blockchain,Prototype,Government Grant,3419631628.01,16433973413.37912,7,2003,8.2
ST104691,Smart Cities,Idea,Angel Investor,1299083841.54,2036576856.0664997,15,2000,119.73
ST104692,Smart Cities,Early Revenue,Corporate R&D,1610513141.0,6801066585.607031,47,2022,196.31
ST104693,Energy,Early Revenue,Government Grant,3825999612.79,17313561103.129063,38,2012,113.33
ST104694,Blockchain,Early Revenue,VC Firm,2399720064.67,9350296490.59612,23,2021,113.33
ST104695,Energy,Idea,Government Grant,185597556.35,291790225.86483395,41,2012,103.3
ST104696,IoT,MVP,Government Grant,155842603.68,368965020.1826376,41,2015,109.8
ST104697,Blockchain,MVP,VC Firm,3040726922.67,14360500685.727768,4,2016,135.35
ST104698,Smart Cities,Idea,Angel Investor,1198805770.94,4274360321.765644,20,2015,30.24
ST104699,IoT,MVP,Corporate R&D,341897974.97,1462685225.937585,4,2017,166.97
ST104700,AI,Prototype,Corporate R&D,3987972789.85,15672911837.859585,45,2007,185.28
ST104701,AI,MVP,VC Firm,2781658310.9,6138984962.374242,41,2022,137.86
ST104702,AI,Early Revenue,Angel Investor,2648044758.86,9492050760.5972,45,2023,165.9
ST104703,AgriTech,Idea,Government Grant,835061356.99,2382408701.1652694,45,2021,22.37
ST104704,IoT,Early Revenue,VC Firm,4443599501.03,20709427699.049023,7,2022,173.68
ST104705,IoT,Idea,Government Grant,950694656.64,4326876513.493316,46,2009,42.28
ST104706,Sustainability,Early Revenue,VC Firm,4950574602.23,8088380178.068474,5,2003,82.58
ST104707,IoT,Idea,Angel Investor,3915259813.36,14133305781.925877,21,2012,163.27
ST104708,Smart Cities,Idea,Corporate R&D,1626418116.99,3584861386.993501,3,2002,146.32
ST104709,AgriTech,Prototype,VC Firm,1793876961.95,5931006413.782364,25,2004,177.21
ST104710,Smart Cities,Early Revenue,Government Grant,1760405141.36,2688984499.5931683,49,2017,162.11
ST104711,AgriTech,MVP,VC Firm,4734331913.14,21774036199.796825,31,2001,15.49
ST104712,IoT,Prototype,VC Firm,4792359737.41,21678058731.282875,32,2004,179.74
ST104713,Sustainability,MVP,VC Firm,2833538367.92,4606857644.606087,37,2015,92.39
ST104714,IoT,Prototype,VC Firm,519603362.53,1305812997.7987237,41,2010,162.97
ST104715,Energy,Prototype,VC Firm,2603669841.82,7676837985.987362,35,2014,32.43
ST104716,Healthcare,MVP,Corporate R&D,2313574339.54,10523485733.793776,8,2016,177.34
ST104717,Energy,Idea,Angel Investor,2036060699.56,6004022321.795617,5,2019,154.44
ST104718,Smart Cities,MVP,Angel Investor,1617471000.45,4689268060.180173,18,2000,123.53
ST104719,Energy,Prototype,Corporate R&D,1759392312.97,8691768883.064386,35,2006,136.76
ST104720,Sustainability,MVP,Corporate R&D,2895745242.24,4605828370.676576,26,2003,20.93
ST104721,Smart Cities,MVP,Government Grant,3862155824.2,10495127191.82368,39,2003,60.98
ST104722,Sustainability,MVP,Angel Investor,3895003499.86,7868173594.188049,1,2012,60.79
ST104723,Healthcare,MVP,VC Firm,820927574.17,3949523611.651661,45,2013,178.06
ST104724,IoT,MVP,Corporate R&D,4347306266.59,20796651880.469933,12,2000,177.75
ST104725,Smart Cities,Idea,Government Grant,1330737177.08,3505588577.152683,6,2023,122.01
ST104726,AgriTech,MVP,VC Firm,3238545594.05,8289845377.951682,16,2011,123.97
ST104727,AgriTech,Idea,Angel Investor,4001494900.06,15959194468.61704,34,2023,103.5
ST104728,Smart Cities,MVP,Corporate R&D,3942308577.72,19630332296.86917,26,2019,72.87
ST104729,Sustainability,Idea,VC Firm,2549341489.49,11841603258.030266,9,2014,189.4
ST104730,Energy,Early Revenue,Government Grant,1719556545.85,6560337154.65015,19,2019,64.54
ST104731,AgriTech,Idea,Government Grant,4074062199.07,15057772173.932611,18,2001,167.68
ST104732,Healthcare,Prototype,Angel Investor,2344127070.81,6889135295.298345,5,2000,135.84
ST104733,AgriTech,Early Revenue,Government Grant,2219359557.98,4863780243.624575,32,2022,191.31
ST104734,IoT,Idea,Corporate R&D,3348721296.73,13498567596.1909,3,2009,28.94
ST104735,Smart Cities,MVP,VC Firm,3957559857.65,13032664266.228662,37,2008,40.08
ST104736,IoT,Prototype,Corporate R&D,3270446646.7,15824075808.791098,27,2015,107.89
ST104737,AgriTech,Early Revenue,Angel Investor,451250947.57,1938973162.9768703,10,2002,100.36
ST104738,Blockchain,MVP,VC Firm,3371334282.63,12067160443.649426,30,2018,174.04
ST104739,Energy,MVP,Government Grant,1059877637.74,2546222022.3296733,27,2001,84.67
ST104740,AgriTech,MVP,VC Firm,3192452402.36,10958409018.692108,19,2007,86.6
ST104741,Smart Cities,Idea,Angel Investor,4051782763.91,13159169142.966871,45,2004,185.82
ST104742,AgriTech,Idea,Corporate R&D,2128406687.42,9519671305.502403,13,2012,161.19
ST104743,Energy,Idea,Angel Investor,2389222434.02,6014691549.204909,7,2012,23.36
ST104744,Sustainability,MVP,Corporate R&D,1000751643.84,3720439311.553947,8,2018,129.12
ST104745,AI,Prototype,Government Grant,4822004213.0,10759882434.478037,19,2013,128.02
ST104746,Healthcare,MVP,Government Grant,1464146862.09,2415107067.0689297,44,2013,199.58
ST104747,Sustainability,MVP,Angel Investor,3296885203.87,8972171719.103977,34,2012,11.61
ST104748,Sustainability,MVP,VC Firm,3427103862.72,6618439186.062825,33,2001,188.52
ST104749,Blockchain,Early Revenue,Corporate R&D,394712159.02,1773074693.2869155,30,2008,186.55
ST104750,AgriTech,Idea,Corporate R&D,4860752015.48,22828447598.33191,13,2018,94.64
ST104751,Blockchain,Prototype,Government Grant,4901005963.15,18975140573.4844,18,2002,92.64
ST104752,IoT,Idea,Angel Investor,1254775605.67,3239553194.0435214,21,2020,51.02
ST104753,Energy,MVP,Government Grant,2388086205.83,10848666397.465424,47,2022,180.28
ST104754,Healthcare,MVP,VC Firm,713250952.5,1663958017.9579568,31,2009,119.76
ST104755,Smart Cities,Idea,Corporate R&D,1168464015.61,4003599510.2719526,11,2019,179.59
ST104756,Healthcare,Idea,Angel Investor,1543745861.55,6857313841.723209,29,2018,10.12
ST104757,AI,MVP,Government Grant,3380083039.46,16877939751.401575,4,2002,122.38
ST104758,Sustainability,MVP,Government Grant,2075477256.02,9686579328.683996,18,2001,127.37
ST104759,AgriTech,Idea,Corporate R&D,1765264476.36,4785743322.25937,1,2017,188.93
ST104760,Blockchain,Prototype,Corporate R&D,1509369049.32,3215203894.009305,38,2022,72.1
ST104761,Smart Cities,Early Revenue,VC Firm,3075663003.21,14010564299.141218,26,2013,146.48
ST104762,Healthcare,Prototype,Corporate R&D,2193830428.14,10132174731.835209,19,2001,94.83
ST104763,Energy,Idea,VC Firm,4754070573.05,11129240027.028116,36,2023,54.24
ST104764,IoT,Prototype,Corporate R&D,1386838477.46,6928584889.595663,33,2012,6.25
ST104765,AgriTech,Early Revenue,Government Grant,4273184669.77,7852833306.942868,48,2010,88.41
ST104766,Smart Cities,Idea,Corporate R&D,155150580.59,531420050.1246326,15,2017,29.13
ST104767,IoT,Early Revenue,Angel Investor,4205437557.02,10462494753.432762,24,2012,129.46
ST104768,AgriTech,Idea,Angel Investor,1401981141.89,5717798599.972275,22,2005,170.86
ST104769,Blockchain,Idea,Government Grant,2126639027.81,10493421878.309566,5,2016,184.76
ST104770,IoT,Prototype,VC Firm,1400107643.38,6739072812.93894,2,2019,32.31
ST104771,AgriTech,MVP,Angel Investor,1375215191.63,5203961305.907865,16,2020,14.29
ST104772,Smart Cities,Prototype,Angel Investor,2972615025.7,4839664440.477612,21,2013,10.69
ST104773,AgriTech,Prototype,Government Grant,4747452924.4,21108769284.42533,5,2006,61.62
ST104774,Healthcare,Prototype,Corporate R&D,594257763.12,2769861447.891049,34,2023,51.3
ST104775,IoT,Idea,Angel Investor,3975097291.77,9150654095.348877,35,2005,191.61
ST104776,Smart Cities,Idea,Angel Investor,1541490764.96,4142840925.7719727,5,2010,94.81
ST104777,Smart Cities,Prototype,VC Firm,577845521.45,2519063051.540789,43,2004,116.17
ST104778,Smart Cities,Prototype,Government Grant,3539720647.62,7441999251.544679,12,2020,53.21
ST104779,AgriTech,Prototype,VC Firm,4918708765.84,19619584888.810844,42,2001,63.68
ST104780,Blockchain,MVP,Angel Investor,456470645.42,1833533493.836979,47,2023,91.27
ST104781,IoT,MVP,Corporate R&D,1036152764.44,2502888809.3680634,1,2009,177.46
ST104782,AI,MVP,Government Grant,2773683428.56,6870372615.656513,26,2006,118.92
ST104783,Blockchain,Prototype,Corporate R&D,2106665421.8,7387037915.340572,23,2000,165.26
ST104784,Healthcare,Prototype,Corporate R&D,1887029841.06,8724250829.267097,18,2013,158.87
ST104785,Blockchain,Prototype,Angel Investor,4033711307.82,14792082731.446648,22,2019,35.9
ST104786,Smart Cities,MVP,Corporate R&D,2146464795.63,9632138511.690975,47,2012,109.61
ST104787,IoT,MVP,VC Firm,4425871855.08,9379902662.593258,26,2004,88.14
ST104788,Healthcare,MVP,Angel Investor,4572285668.27,21659919915.463856,38,2009,76.85
ST104789,Energy,MVP,Corporate R&D,3474903582.67,13204464655.964476,31,2008,196.62
ST104790,Healthcare,MVP,Government Grant,896054268.54,2323533132.183588,44,2019,158.55
ST104791,Sustainability,Prototype,Angel Investor,1932802874.72,6063712778.752439,10,2005,120.56
ST104792,AI,MVP,VC Firm,842426368.84,2215289486.331832,11,2004,191.53
ST104793,Blockchain,Prototype,VC Firm,2495854801.32,5851899158.537963,17,2008,173.5
ST104794,Blockchain,MVP,Corporate R&D,290698268.44,929059411.1647378,43,2014,55.18
ST104795,Smart Cities,Early Revenue,Corporate R&D,3715545271.0,18478358513.294483,5,2023,13.0
ST104796,AgriTech,MVP,VC Firm,3580862284.77,5652328151.152411,46,2010,177.87
ST104797,AgriTech,Prototype,Corporate R&D,2907398402.4,6970451510.610259,30,2008,151.4
ST104798,Energy,Early Revenue,Angel Investor,2519184601.32,4199810893.408664,24,2018,59.85
ST104799,Sustainability,MVP,Corporate R&D,1858443622.89,4303025131.749993,45,2018,114.56
ST104800,Healthcare,Early Revenue,Angel Investor,4203408654.35,19278805138.836967,20,2016,198.55
ST104801,Healthcare,Idea,VC Firm,3071511832.22,11241991671.859398,30,2008,96.04
ST104802,Sustainability,MVP,Government Grant,3409853066.47,7842853228.516726,30,2004,196.26
ST104803,Sustainability,Prototype,VC Firm,3845504393.02,11098115416.396872,6,2021,28.49
ST104804,AgriTech,Prototype,Government Grant,3472717214.23,8314526360.266001,40,2012,166.68
ST104805,Blockchain,Prototype,VC Firm,1168093337.66,2900020683.046917,11,2018,47.4
ST104806,AI,MVP,Corporate R&D,4074246628.86,19780658975.584347,9,2004,67.45
ST104807,IoT,Prototype,Government Grant,3469451.24,8281555.126554863,32,2016,126.68
ST104808,Energy,Idea,Government Grant,1174200941.42,5568271215.807584,18,2016,26.62
ST104809,AgriTech,Prototype,Corporate R&D,3071530366.31,5103259052.619819,11,2018,6.78
ST104810,Energy,Idea,VC Firm,1240333837.32,3074043814.2491794,14,2020,140.63
ST104811,Energy,Early Revenue,Angel Investor,1367623028.33,4011476755.492392,43,2009,104.9
ST104812,Energy,Early Revenue,Angel Investor,152524028.49,704528164.1512766,27,2005,123.81
ST104813,Energy,Prototype,Angel Investor,2403657479.51,7980146559.578667,50,2013,52.89
ST104814,IoT,Prototype,Angel Investor,1279457059.3,6361366486.946462,43,2015,189.57
ST104815,AI,Prototype,Corporate R&D,2325834923.19,5332381744.105804,25,2011,32.62
ST104816,Sustainability,Prototype,VC Firm,1338500469.18,5437178925.106558,31,2002,175.57
ST104817,AgriTech,Early Revenue,Government Grant,3805781250.84,9922964527.675283,29,2004,165.43
ST104818,AI,MVP,VC Firm,3855240632.29,8702746453.170519,45,2013,170.4
ST104819,Energy,Prototype,Corporate R&D,493072795.95,1778534258.9647095,6,2016,70.2
ST104820,Smart Cities,MVP,Corporate R&D,647131237.95,1051870836.5570912,26,2011,69.69
ST104821,Smart Cities,Early Revenue,Corporate R&D,514251235.91,1438691170.344284,15,2000,97.46
ST104822,AgriTech,Early Revenue,VC Firm,421443701.38,1453598216.3005426,50,2009,184.17
ST104823,Smart Cities,Prototype,Angel Investor,3806680492.5,8324952682.587003,34,2001,45.72
ST104824,AgriTech,MVP,Government Grant,1671691405.21,3149449520.263549,34,2010,71.87
ST104825,IoT,MVP,Angel Investor,214989842.99,894528460.5255724,11,2005,54.02
ST104826,IoT,Early Revenue,VC Firm,921955698.55,2179684021.2760234,10,2020,192.35
ST104827,AgriTech,Idea,Corporate R&D,2299904142.29,7365059359.357243,9,2003,37.87
ST104828,Blockchain,Early Revenue,Corporate R&D,4095711944.36,6342430634.960391,9,2017,190.66
ST104829,Smart Cities,Idea,VC Firm,4441582086.52,11551557313.972773,14,2000,12.75
ST104830,Blockchain,MVP,VC Firm,3248876618.8,5664329440.611948,45,2001,162.1
ST104831,IoT,Early Revenue,Angel Investor,4555391702.87,13302467240.669563,24,2013,109.08
ST104832,AgriTech,Early Revenue,Corporate R&D,3694924623.24,17983988525.84774,49,2006,32.17
ST104833,Healthcare,MVP,Angel Investor,4727682254.81,12205078659.938725,20,2013,80.81
ST104834,AI,MVP,Government Grant,2527070041.13,4004314198.416815,9,2021,119.93
ST104835,AgriTech,Prototype,Government Grant,1951641169.14,7809838151.346784,4,2022,159.28
ST104836,AgriTech,Early Revenue,Government Grant,2673834966.08,9333199244.117048,34,2023,32.79
ST104837,Sustainability,MVP,Angel Investor,2167589357.28,9127018706.123722,19,2008,142.85
ST104838,Smart Cities,MVP,Angel Investor,679401438.53,1398228691.1294694,29,2017,75.4
ST104839,Healthcare,Prototype,Government Grant,4326629859.09,17102773936.311115,48,2005,124.41
ST104840,Blockchain,Early Revenue,Corporate R&D,1052432110.2,2108423241.000147,9,2003,18.05
ST104841,IoT,MVP,Angel Investor,300350308.64,1189028792.336336,21,2002,187.92
ST104842,Energy,Early Revenue,VC Firm,3214251451.42,15189161814.309427,31,2006,72.82
ST104843,Blockchain,Idea,Government Grant,2152335241.92,9214485599.67854,31,2014,181.31
ST104844,Sustainability,Prototype,Angel Investor,4676475783.54,18354992436.791023,7,2015,9.18
ST104845,Smart Cities,MVP,Corporate R&D,188110602.85,340183203.2737387,48,2003,188.01
ST104846,IoT,Early Revenue,Angel Investor,79606007.29,269081111.3204645,45,2001,121.93
ST104847,Blockchain,Early Revenue,Government Grant,685321724.05,2406447495.63136,37,2008,68.36
ST104848,Sustainability,Prototype,VC Firm,3895663475.12,18572449625.103783,46,2005,128.18
ST104849,AI,Early Revenue,Angel Investor,602962560.05,2568638420.9941564,17,2019,95.39
ST104850,AI,Idea,VC Firm,3333649651.29,7980013186.571796,42,2017,133.46
ST104851,Sustainability,MVP,Government Grant,1633735132.48,5827094055.987547,4,2001,103.67
ST104852,Sustainability,Prototype,Corporate R&D,2462130067.86,8776103528.624882,26,2003,92.46
ST104853,Sustainability,MVP,VC Firm,340522412.15,1464078621.5572052,42,2020,108.09
ST104854,Blockchain,Early Revenue,Corporate R&D,3227668342.47,7371551860.780722,8,2021,166.58
ST104855,Blockchain,Prototype,Corporate R&D,1317967964.32,3989585027.185111,14,2017,41.87
ST104856,Blockchain,Prototype,Government Grant,3637479356.44,9200010958.437792,39,2022,11.01
ST104857,AI,Prototype,VC Firm,4787821180.11,20594262518.095818,6,2000,97.96
ST104858,Energy,Idea,Angel Investor,1073406085.11,2669613737.300323,34,2000,169.18
ST104859,Sustainability,MVP,Angel Investor,3836463911.85,17463882998.68729,45,2000,106.34
ST104860,Blockchain,Early Revenue,VC Firm,2449620279.37,4528728084.318187,4,2012,165.12
ST104861,AgriTech,Prototype,VC Firm,3709473713.77,5978479440.258057,18,2015,185.72
ST104862,AI,Idea,Angel Investor,3493404661.44,9502815802.137238,33,2012,121.34
ST104863,IoT,Prototype,Government Grant,499755249.23,935227209.1798416,14,2010,189.09
ST104864,Smart Cities,Idea,Angel Investor,725114171.33,1776332018.4312477,19,2021,157.22
ST104865,Healthcare,Prototype,Angel Investor,1168601697.64,5017283890.375212,5,2014,150.43
ST104866,Smart Cities,Prototype,Corporate R&D,996490832.42,1937268218.3540332,25,2019,7.64
ST104867,Energy,Prototype,Government Grant,2999772046.24,8014865005.565929,27,2007,72.04
ST104868,Energy,Prototype,VC Firm,1283249717.16,2061051867.36066,7,2021,60.4
ST104869,Healthcare,MVP,Government Grant,93281050.52,396791239.01484674,21,2012,33.55
ST104870,Smart Cities,Early Revenue,Angel Investor,2223211150.67,7773454823.094938,45,2008,43.12
ST104871,Energy,Idea,Government Grant,1456383944.62,6789628948.99576,23,2011,69.25
ST104872,AgriTech,Prototype,VC Firm,4522009436.9,9775941262.27304,20,2000,170.35
ST104873,AgriTech,Idea,Government Grant,2718855444.6,9301295897.803753,19,2003,63.14
ST104874,Sustainability,Prototype,VC Firm,4055428769.0,14687661401.967224,33,2007,171.48
ST104875,AI,Prototype,Corporate R&D,2736803045.66,11175983349.577536,22,2022,106.0
ST104876,Sustainability,Prototype,Government Grant,25285805.78,115036795.148945,34,2014,110.37
ST104877,AgriTech,Prototype,Government Grant,2192831631.8,3816311712.758093,14,2003,133.31
ST104878,Healthcare,Idea,Government Grant,2349020675.73,8606618083.62339,10,2018,102.64
ST104879,AgriTech,Prototype,Corporate R&D,4880142303.37,19970484147.11576,49,2013,196.9
ST104880,AgriTech,MVP,Angel Investor,2896488037.79,10477512977.202175,21,2018,98.63
ST104881,AgriTech,MVP,Angel Investor,2484283240.23,8962722455.351082,2,2007,27.58
ST104882,Sustainability,MVP,VC Firm,4730391158.64,15186396745.603348,36,2014,34.38
ST104883,AgriTech,Idea,Angel Investor,81032111.93,394575563.1055733,16,2018,145.21
ST104884,IoT,Early Revenue,Government Grant,4875123360.67,19482869144.891567,6,2016,152.1
ST104885,IoT,MVP,VC Firm,3248408918.99,13246766382.88132,14,2000,128.02
ST104886,Smart Cities,Early Revenue,Corporate R&D,1468464716.93,2651833948.623471,33,2022,122.18
ST104887,AgriTech,MVP,Government Grant,2195257869.52,4343067480.904799,3,2001,79.08
ST104888,Smart Cities,MVP,Government Grant,2722008395.74,12736245424.583452,9,2010,198.33
ST104889,Blockchain,MVP,Corporate R&D,4809300119.69,22835902325.29206,3,2004,192.62
ST104890,IoT,Prototype,Angel Investor,3512563293.6,12901251078.66094,1,2003,171.71
ST104891,Energy,Idea,VC Firm,2578845436.02,6000449461.809134,12,2014,113.19
